web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1551348310-18329","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Robert","This is fun!","November 9, 2017","It is almost scary how this works.  Looking forward to learning all the possibilities. Need to also mention that the customer service at Amazon is outstanding.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_arp_d_paging_btm_85?ie=UTF8&pageNumber=85&reviewerType=all_reviews"
"1551348808-20101","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Kevin L. Martin","Great Addition to the House~","January 25, 2018","Alexa Rocks!  Such a fun product!  I move it around the house with me...","5.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_arp_d_paging_btm_306?ie=UTF8&pageNumber=306&reviewerType=all_reviews"
"1551348480-18910","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Elmer favian leon medina","Casi perfecto","October 9, 2018","Tiene un buen sonido, pero no está en español todo se lo tengo que pedir en inglés, ojalá lo actualizaran y pusieran mas idiomas si es que se puede !","4.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_arp_d_paging_btm_157?ie=UTF8&pageNumber=157&reviewerType=all_reviews"
"1551350837-20788","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Lewis L.","Five Stars","December 18, 2017","If momma is happy. everybody is happy. Momma is happy. Thanks Alexa.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_arp_d_paging_btm_392?ie=UTF8&pageNumber=392&reviewerType=all_reviews"
"1551348507-19015","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Jerome Crihfield","Two Stars","February 15, 2018","disappointed in performance","2.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_arp_d_paging_btm_170?ie=UTF8&pageNumber=170&reviewerType=all_reviews"
"1551348243-18093","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","R. Hughes","How did I live without this.","March 19, 2018","Alexa, living room lights on. Alexa, bedroom lights off. Alexa, set temperature to 72 degrees. Alexa, lock the door. Alexa, tell me a joke. You get the point. Alexa works great and you will like it. Buy a couple of echos for your bedrooms too (not plus) they make a great alarm clock.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_arp_d_paging_btm_55?ie=UTF8&pageNumber=55&reviewerType=all_reviews"
"1551350841-20807","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Nancy","Love it","September 18, 2018","Love it  Alexa is so useful  Best purchase I’ve ever made","5.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_arp_d_paging_btm_394?ie=UTF8&pageNumber=394&reviewerType=all_reviews"
"1551348412-18689","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","make sure to get the hub it makes it so much easier when connecting to other devices","March 22, 2018","very good my grandkids love to hear her jokes and talk to her for hours if i let them. the setup for shedules is a little tricky but once you figure it out it works good.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_arp_d_paging_btm_130?ie=UTF8&pageNumber=130&reviewerType=all_reviews"
"1551348389-18624","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","AZR2nut","Works great!","August 12, 2018","Works great! Connected with all the smart devices in my home. The sound is great also.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_arp_d_paging_btm_121?ie=UTF8&pageNumber=121&reviewerType=all_reviews"
"1551348568-19228","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","IT REALLY WORKS","February 28, 2018","Works as advertised so far so good. I was able to control the Phillips 455295 Hue White with Echo it was as simple has plug in light and ask Echo to find it and thats it.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_arp_d_paging_btm_197?ie=UTF8&pageNumber=197&reviewerType=all_reviews"
"1551348749-19882","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Nicholas Yenner","Great sound","May 27, 2018","Great sound quality and the built in hub make everything so much easier.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_arp_d_paging_btm_279?ie=UTF8&pageNumber=279&reviewerType=all_reviews"
"1551348692-19677","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Kiran S Patil","Three Stars","February 25, 2018","Not really, needs a lots of improvement. Especially the product cannot sync with all the devices yet.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_arp_d_paging_btm_253?ie=UTF8&pageNumber=253&reviewerType=all_reviews"
"1551350845-20815","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Five Stars","January 28, 2018","The Echo is lots of fun, to do things with","5.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_arp_d_paging_btm_395?ie=UTF8&pageNumber=395&reviewerType=all_reviews"
"1551348684-19654","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Amazon Alexa is almost a necessary household item now.","February 28, 2018","I liked the ease with which I was able to set it up, and the fact that there is an App to help with the use of it.  So many skills to add for making it very useful. I have this setup in my Study.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_arp_d_paging_btm_250?ie=UTF8&pageNumber=250&reviewerType=all_reviews"
"1551348182-17879","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","sid mitchell","OK, but makes mistakes and doesn't know some things.","September 13, 2018","OK, but makes mistakes and doesn't know some things.  I like that it is on when my computer is off.  Good for music, notifications and weather.  It gets confused sometimes and responds with odd answers.  Will not add dollars and cents.  Have not tried the hub function yet - I don't have a smart home.  Cannot (I think) connect to the computer.  Cortana (Windows) is connected to computer and will provide text and images links.  I have not explored all functions yet.  I think there is a link in an email from Amazon for more detailed descriptions of functionality - haven't been there yet.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews"
"1551348401-18653","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Wilfong","It is a great Alexa.","August 6, 2018","Love it.. Awesome addition to the other alexas I have, love the bridge as well.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_arp_d_paging_btm_125?ie=UTF8&pageNumber=125&reviewerType=all_reviews"
"1551348384-18603","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Michael A. Rouse","This was a Christmas present for my brother","December 31, 2017","He liked it so much, he ran out and bought another light and plug to control with it. He loves the music option with Prime.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_arp_d_paging_btm_119?ie=UTF8&pageNumber=119&reviewerType=all_reviews"
"1551348729-19811","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Michael Widmer","The unit works well, and provides almost every information ...","January 17, 2018","The unit works well, and provides almost every information request given. We aren't using it for much other than just getting facts, turning some lights on, and solving disagreements about conversation topics.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_arp_d_paging_btm_270?ie=UTF8&pageNumber=270&reviewerType=all_reviews"
"1551348234-18062","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Sean","Buy a clapper instead","April 6, 2018","Thought this could do more than it does. It is basically a trivia game with the ability to turn a light on/off. I could have saved 125.00 bucks and bought a clapper. In order to do anything with Alexa, you have to buy hundreds of dollars worth of 'smart plugs' or other 'smart devices'.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_arp_d_paging_btm_51?ie=UTF8&pageNumber=51&reviewerType=all_reviews"
"1551348229-18047","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Chip in North Carolina","Echo with added hub.  Perfect!","January 29, 2018","I love my Echo Pro.  Alexa likes it too!  I've thrown everything at it. A multitude of products from many different sources and they all work well.  Alexa like many of the Routines and Smart Home features. This is only going to get smarter as time goes on.  Isn't AI great?!!!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_arp_d_paging_btm_49?ie=UTF8&pageNumber=49&reviewerType=all_reviews"
"1551350795-20637","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Barbara","Five Stars","January 17, 2018","this is a lot of fun for the family.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_arp_d_paging_btm_373?ie=UTF8&pageNumber=373&reviewerType=all_reviews"
"1551348370-18560","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Joekerr1","Alexa is addicting!!!","January 23, 2018","This by far is best birthday present I have bought myself. It allowed me to convert my place into a smartphone. I use it constantly.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_arp_d_paging_btm_113?ie=UTF8&pageNumber=113&reviewerType=all_reviews"
"1551348795-20053","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Jennifer","Easy setup","August 19, 2018","I love how easy we can listen to music, order, make phone calls, and turn our lights on and off all with the easy of my voice.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_arp_d_paging_btm_300?ie=UTF8&pageNumber=300&reviewerType=all_reviews"
"1551348284-18234","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Red Hat Roxanne","I’m having a lot of fun with Alexa","January 25, 2018","I’m having a lot of fun with Alexa. I enjoy the sense of humor that is built into the device. It takes a little bit to figure out how to ask questions because it takes everything you say quite literally. I’ve only been disappointed one time; I asked for information on Castle Noel in Medina, Ohio and got information on the television show Castle. Funny thing keeps happening—whenever a television commercial says Alexa, my device turns on. Otherwise, enjoy playing around with it. Thanks.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_arp_d_paging_btm_73?ie=UTF8&pageNumber=73&reviewerType=all_reviews"
"1551350781-20611","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Sandra","One Star","July 19, 2018","Unit came with the wrong plug, will have to send back to Amazon.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_arp_d_paging_btm_370?ie=UTF8&pageNumber=370&reviewerType=all_reviews"
"1551348336-18426","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Terry Beatty","Like it alot","January 9, 2018","First unit had connectivity problems so I returned it. The 2nd unit has been fine except I can't get it to recognize a connected light bulb. Overall pretty happy. Very nice sound.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_arp_d_paging_btm_97?ie=UTF8&pageNumber=97&reviewerType=all_reviews"
"1551348492-18956","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Iamkeithyb","Five Stars","January 20, 2018","Works great with our osram smart bulbs, switches, sensors and outlets.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_arp_d_paging_btm_163?ie=UTF8&pageNumber=163&reviewerType=all_reviews"
"1551350705-20394","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","William","Worth it","July 30, 2018","Great speaker, great microphone response.  Loving my purchase and the beginning of my smart home.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_arp_d_paging_btm_343?ie=UTF8&pageNumber=343&reviewerType=all_reviews"
"1551348376-18576","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","David A. Frey","Everything I expected and more...","December 4, 2017","We have several Echo Dots and the Wife wanted the flagship.  She loves it, of course and gets mad whenever I interrupt Jack Johnson for my morning news report.  I guess I'll just have to get my own!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_arp_d_paging_btm_115?ie=UTF8&pageNumber=115&reviewerType=all_reviews"
"1551348241-18085","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Muhammad S.","A good product with terrible sound quality","October 27, 2018","I received this item as a gift and I believe it's an amazing product to have until it works fine. The unit I received had something wrong with speakers so every time I try to plan some music in high volume, the sound is so horrible. My wife believes that mic got some issue too but she has to speak hell loud to get the attention of device.

To the point, we believe that unit we received as a gift that was definitely new and sealed before we started using it was faulty and we have to live with it.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_arp_d_paging_btm_54?ie=UTF8&pageNumber=54&reviewerType=all_reviews"
"1551350752-20511","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Vanessa","Five Stars","January 16, 2018","Excellent product! Excellent quality and features!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_arp_d_paging_btm_357?ie=UTF8&pageNumber=357&reviewerType=all_reviews"
"1551350834-20781","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Mitch Anderson","Four Stars","January 26, 2018","Was fairly easy to setup and has great sound....microphone could be better","4.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_arp_d_paging_btm_391?ie=UTF8&pageNumber=391&reviewerType=all_reviews"
"1551348561-19204","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Butch Kaszuba","Five Stars","December 26, 2017","Great lots of fun.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_arp_d_paging_btm_194?ie=UTF8&pageNumber=194&reviewerType=all_reviews"
"1551348482-18913","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Molly Carroll","Five Stars","February 4, 2018","Love it!! Know we are not using it to it's full potential, but we are enjoying it very much!!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_arp_d_paging_btm_158?ie=UTF8&pageNumber=158&reviewerType=all_reviews"
"1551348574-19254","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Andy","alot of fun","January 25, 2018","Live it","5.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_arp_d_paging_btm_200?ie=UTF8&pageNumber=200&reviewerType=all_reviews"
"1551350760-20538","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Judith Haataja","Does it have it security to protect my information?","February 25, 2018","Does it have it security to protect my information?","4.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_arp_d_paging_btm_361?ie=UTF8&pageNumber=361&reviewerType=all_reviews"
"1551348576-19263","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","BigPeteIndy","Five Stars","June 16, 2018","Great Product!  Very Recommended!!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_arp_d_paging_btm_201?ie=UTF8&pageNumber=201&reviewerType=all_reviews"
"1551348158-17785","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Samuel Cabrera","Excelent addition...  if you have smart home devices","February 12, 2018","I received this as a gift and was not planning on getting one, and was pleasantly surprised with the capabilities. I had recently purchased some smart light switches and was just using them via the provided Android app which was fine. Once I got the Echo, I discovered that the switches where compatible and adding voice commands to the house is really a leap forward. The added Phillips Hue light bulb was also a nice bonus that can help turn any lamp into a smart device with dimming capabilities. I ended up purchasing a couple more Echo devices to have throughout the house to use the ""Drop In""  skill as an intercom. I am constantly discovering new useful skills that can help me through the day and find myself relying more on the Echo devices and the Alexa app for the smartphone.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews"
"1551350849-20825","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Everyone can use this product! Highly recommend it!","August 9, 2018","Fantastic! The entire family loves it!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_arp_d_paging_btm_397?ie=UTF8&pageNumber=397&reviewerType=all_reviews"
"1551348382-18594","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Robert T.","Three Stars","November 19, 2018","Sent back, was no difference than the less expensive one.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_arp_d_paging_btm_118?ie=UTF8&pageNumber=118&reviewerType=all_reviews"
"1551348620-19414","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Jacob Brown","Good overall","September 25, 2018","I love this, the only issue I have is that the Phillips app will not connect to this as a ‘hub’ which is the main reason I bought it.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_arp_d_paging_btm_220?ie=UTF8&pageNumber=220&reviewerType=all_reviews"
"1551349093-20342","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Midkiff72","its the best.","February 26, 2018","Paired with the Amazon unlimited music option, its the best.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_arp_d_paging_btm_336?ie=UTF8&pageNumber=336&reviewerType=all_reviews"
"1551348543-19144","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","William Blanks","Great if you are a electronic nerd","July 26, 2018","A+","5.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_arp_d_paging_btm_186?ie=UTF8&pageNumber=186&reviewerType=all_reviews"
"1551348321-18371","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Mesa Man","Love my Echo Plus","January 20, 2018","Does everything it's supposed to do. I only have the one bulb that came with it, but it turns it on, dims it and turns it off. The sound is great, the voice recognition is great. Yay!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_arp_d_paging_btm_90?ie=UTF8&pageNumber=90&reviewerType=all_reviews"
"1551348308-18327","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","MP","Stopped working after one day.","August 31, 2018","Literally worked for o e evening and had stopped playing anything.  I can see on my app where Alexa is talking back but zero sound is coming out. Tried to reset and pair several times in multiple devices.  Any help would greatly be appreciated!  If not it’s getting returned!!

Immediately received a phone call from Amazon!  They were VERY HELPFUL and sent a new one. GREAT CUSTOMER SERVICE!","1.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_arp_d_paging_btm_84?ie=UTF8&pageNumber=84&reviewerType=all_reviews"
"1551348852-20263","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Five Stars","July 28, 2018","My first smart buy..I am loving it and all the great things Alexa can do.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_arp_d_paging_btm_326?ie=UTF8&pageNumber=326&reviewerType=all_reviews"
"1551348682-19646","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","blogthis","Missing original Ethernet RJ45 jack, that is very disappointing","March 10, 2018","I was thinking I'd get the same Amazon Echo as the original, but with the ""Plus"" only meaning built-in hub.

Unfortunately, Amazon has REMOVED the RJ45 Ethernet Jack, so it is Wi-Fi ONLY. I would have paid more for the Ethernet RJ45 Jack back.

I think remving the Ethernet RJ45 jack was was a horrible mistake by Amazon, and I would've paid more for it..... otherwise yes it does usually work.. If and when it an find a channel on my overloaded wifi router.

I think when Amazon realized their mistake on trying to save a buck they came out with the Amazon Ethernet RJ45 adapter... but unfortunately it just barely works if at all, read its reviews and you'll see it's very disappointing too. Amazon should've left it built-in.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_arp_d_paging_btm_249?ie=UTF8&pageNumber=249&reviewerType=all_reviews"
"1551348349-18476","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Wannabe Smart Home Dude","It just works!","September 24, 2018","Besides the great sound and basic function, the Echo hub has hooked up to the few smart devices that I've added so far. I was able to integrate Phillips Hue light bulbs (no Phillips hub), Nexx Garage door opener, and some generic smart switch to the Echo without ANY issues. I'm pleased. My next device will probably be the Echobee or Next thermostat. I'm still looking...","5.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Plus-built-Hub-Generation/product-reviews/B015S1SWLO/ref=cm_cr_arp_d_paging_btm_103?ie=UTF8&pageNumber=103&reviewerType=all_reviews"
