web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1551346769-15317","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Bill P.","The screen is not worth the aggravation!","May 13, 2018","Within a few months the screen started to distort and flicker. Contacted customer support, they asked me to send it back for repair because return date had expired. Received it back, within two weeks the distortion and flickering has returned more than original issue.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_arp_d_paging_btm_362?ie=UTF8&pageNumber=362&reviewerType=all_reviews"
"1551346935-15868","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Gary","Love mine","August 8, 2018","I have it sitting next to my desk and can add some many reminders the  minute I think of them plus the music is terrific
I am looking at connecting to a smart hub in the near future","5.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_arp_d_paging_btm_431?ie=UTF8&pageNumber=431&reviewerType=all_reviews"
"1551346540-14551","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","minnesota","Fun to have Alexa","August 11, 2018","I bought one for my daughter and liked it so much I got one.  I can find any song for my 3;year old grandchild which has been a wonderful experience.  As in : “Who Put the Bomp in the Bomp Shoo Bomp Shoo Bomp Who Put the Ram in the Ram a Lama Ding Dong”  That was the hit song around here this week.  Alexa is very good at helping find obscure songs and the Toddler Time series of music is very well curated.  Took about 10 seconds to plug it in and get it going.  The speaker is incredibly good.  And I can find all my favorite classical music.  Recommend to everyone.  I use it everyday.  Very small sits in the counter nicely.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_arp_d_paging_btm_266?ie=UTF8&pageNumber=266&reviewerType=all_reviews"
"1551346606-14791","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","John Carey","Better than expected!","August 11, 2018","The sound quality is better than I expected and it keeps showing me things it can do that I had no idea.  My latest surprise was when I had it play some music and it showed the words like karaoke!  Sweet!  Also, with cameras around the house I can view anywhere with a vocal command.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_arp_d_paging_btm_296?ie=UTF8&pageNumber=296&reviewerType=all_reviews"
"1551346499-14405","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Shachi Rana","Echo Show surpasses expectations.....","August 17, 2018","Wish the screen was slightly larger, however the quality of the videos and sound are excellent.  I use these Shows as the new intercom system in my home.  I prefer the black color to the white but the white Shows don't look that bad either.  Love the different skills that Echo show has, and the additions that Amazon keeps doing every day.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_arp_d_paging_btm_248?ie=UTF8&pageNumber=248&reviewerType=all_reviews"
"1551346799-15410","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","need to know.","Like it going to buy another. only downfall I wish it was compatible with more wireless cameras.","February 28, 2018","a voice controlled Stereo, A timer, a dictionary, Calculator, News, Weather, intercom can check on my mother, talk to my wife from office to home, leave messages, Like it going to buy another. only downfall I wish it was compatible with more wireless cameras.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_arp_d_paging_btm_374?ie=UTF8&pageNumber=374&reviewerType=all_reviews"
"1551346418-14106","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Roy Eastham","Amazon Echo and Fire should go independent!","August 8, 2018","Come on, Google! Grow up and let Amazon make it's own version of YouTube since you don't have the maturity to give full use on the Amazon Echo Show! Maybe Amazon Prime Video should negotiate on a YouTube type streaming service and Amazon create an Echo and Fire HD that aren't affiliated with you at all! Silk browser pretty nice...Amazon...please, split away from Google completely!","4.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_arp_d_paging_btm_211?ie=UTF8&pageNumber=211&reviewerType=all_reviews"
"1551346691-15041","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Brian K. Dutton","POOR VIDEO RECEPTIOM","September 3, 2018","I purchased in July and  the SHOW has intermittent and continuing video reception problems. It is sitting right beside the 5ghz modem and still has lines and blinking screen. I cannot seem to get a hold of Amazon to try a fix or return for replacement. VERY FRUSTRATED!","1.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_arp_d_paging_btm_328?ie=UTF8&pageNumber=328&reviewerType=all_reviews"
"1551346752-15256","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Roger Wagner","Works well for ""dropping in"" on Mom.","April 20, 2018","PLUS - Great product.  Set up a hotspot and Show to be able to ""drop in"" on my 88 year old mom.

MINUS -  Not a Show issue, but problem occurs when the hotspot gets unplugged during cleaning and needs to be turned on again, Mom has trouble getting this accomplished.  Not sure how it works but my Show says ""Mom 's Home; recently active"", but can't connect ""Mom is unavailable.""
- Drives me crazy that I can't get the DATE to show on the home screen.
- Also replaced original Echo (dropped and broken) with the Show, and can't figure out how to delete the Echo from the Alexa app.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_arp_d_paging_btm_355?ie=UTF8&pageNumber=355&reviewerType=all_reviews"
"1551347001-16097","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Frankie D","Great device and with Prime Music at 3","January 11, 2018","Great device and with Prime Music at 3.99 per month it is a great deal.  The screen adds allot.  Tks.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_arp_d_paging_btm_460?ie=UTF8&pageNumber=460&reviewerType=all_reviews"
"1551347068-16329","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","GJ Karluk","Adds a new dimension to the Echo experience!","July 26, 2018","I have plenty of other Echo devices (9 to be exact) and they all work very well, but having the Echo Show really changed things up for me. I was not used to the visual component of the experience, alarms and reminders that sound and also display on the screen!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_arp_d_paging_btm_489?ie=UTF8&pageNumber=489&reviewerType=all_reviews"
"1551346115-13033","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Diane","Really fun but useful too!","December 19, 2017","Love it love it.  Have it in my family room and  set up to change my furnace thermostat, look at my front door camera and play any of my Prime photo albums that I tell it to!  Love that it can sync with my Echo Dot and play music ""everywhere"" simultaneously, and I can see the lyrics.  Still learning all the skills, and even though at this point it seems like a ""toy"" I've found some really good skills that are productive (like telling me what the traffic is for my commute).  I agree it's a little thick, but it's not like I'm moving it around.  Can't wait to get my Echo Buttons to play games!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_arp_d_paging_btm_77?ie=UTF8&pageNumber=77&reviewerType=all_reviews"
"1551346452-14236","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Brian Richardson","Not worth the price over the original.","October 11, 2017","We are really trying to like it, but we just can’t. I’m not even taking off pints for the whole YouTube thing. Word recognition, ability to search on the internet, reliability of functions are all sub-par. If I could return it, I would. Only gets two stars because we find the video calls with grandma and grandma are convenient. Truth is, we can do the same with a laptop.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_arp_d_paging_btm_227?ie=UTF8&pageNumber=227&reviewerType=all_reviews"
"1551346201-13321","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","S Seymour","Listens to your conversations more than what you tell it to do","September 10, 2018","I love the on screen features, including news stories, song lyrics and facetime. But this machine will pause and listen in on conversations more than it listens to instructions. If a new voice comes into the room, it will stop playing music to listen and I have to tell it to play. Very annoying! At times when I say ""Alexa off"", Alexa will pause to listen but continue playing music. I have to repeat myself sometimes three times to get it to shut off.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_arp_d_paging_btm_113?ie=UTF8&pageNumber=113&reviewerType=all_reviews"
"1551346512-14454","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Galaxy S9 User","DO NOT BUY. Without YouTube it's not worth the cost.","March 31, 2018","One of the main reasons I purchased Echo Show was to watch YouTube videos. After it was removed because of Amazon's and Google fued the display has become useless. Amazon has tried to replace video searches with Bing which has been a joke. It can't find the majority of my searches. DON'T BUY THIS DEVICE IF YOU PLAN TO WATCH VIDEOS.  Amazon needs to put their differences aside and make the right choice for their consumers. Do the right thing Amazon and bring back Youtube.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_arp_d_paging_btm_254?ie=UTF8&pageNumber=254&reviewerType=all_reviews"
"1551346636-14858","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","kelli RN","Love It!!","September 25, 2018","I love my Echo Show! I use it for so much -an alarm, date reminders, control lights ,get weather forecasts, ask questions, reads me  books, listen to music and much more! Money well spent . More than 5 stars . Easy to interact with and program for all sorts of skills","5.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_arp_d_paging_btm_305?ie=UTF8&pageNumber=305&reviewerType=all_reviews"
"1551346063-12846","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Stryker","See it after you say it","January 11, 2018","While the product itself is awesome and can control smart home things. Via blue tooth, you can use your phone to make calls, but only to others with an Echo of some sort. It can't open a web browser per se. It can only search for stuff. Also, I'm not able to connect to my Prime Music. It wants me to join another Amazon Music service. It does play videos also from Prime. Maybe I still haven't figured it all out? If you're a liberal, you'll love it. All the apps, etc are all left leaning. Have to search for conservative sites.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_arp_d_paging_btm_53?ie=UTF8&pageNumber=53&reviewerType=all_reviews"
"1551346104-12994","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","M. Chick","Beware!! If you are buying an Echo Show to utilize a security camera that says ""Works with Alexa"", It wont do 2 way audio!","March 18, 2018","I have to say that I am a very big amazon device supporter as I have several of the Alexa devices. I recently wanted to be able to see and hear what was going on with an outdoor security camera that I got the day after getting the echo show which was the only reason I got the show. The camera was a highly rated one with 2 way audio, etc. Description said ""Works with Alexa"" as many of the better security cameras do. After installing I find out that I can see the live video on the echo show but there is no 2 way audio. I couldn't believe this so I started a chat session with Amazon support and they sent me to 3 different ""groups"" and passed me to 7 different support people including the ""Camera"" group. No one could answer my question and was very hesitant to make any claims on way or the other. I believe that there is much mis leading information and claim made by not being specific that 2 way audio is not supported on the echo show. I was made aware that the amazon cloud cam may be able to do two way audio but I wanted an outdoor security camera, not an indoor camera that will let Amazon deliveries in the front door. All the claims from several security cameras including the companies purchased by Amazon are quick feature the 2 way audio while stating ""Works with Alexa"" It needs to say ""Only half works with Alexa""!! Very disappointed with Amazon.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_arp_d_paging_btm_72?ie=UTF8&pageNumber=72&reviewerType=all_reviews"
"1551346260-13533","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Christopher D. Dunn","Drop in feature is still in beta","August 18, 2017","The drop in feature is still beta.... I am an early adopter.  I have an echo, a dot, and two shows.  The shows can ""drop in"" to each other without problem.  The shows can also drop in to the dot.  However, neither show can drop into the original echo.  In fact, when I want to drop into the echo from either show, I will instead be rerouted and drop in to the other show.  In addition, I have one show that is connected by Bluetooth to my receiver.  I always disconnect the Bluetooth when not in use.  However, when I when I want to drop in to that particular show, it will connect by Bluetooth to my receiver, my receiver will turn on involuntarily, and amazon unlimited music will play.
I have spent hours on the phone with customer service.  All echos are updated and been reset multiple times.  I have been told more than once that I will be contacted by a higher end customer service person that is familiar with all the ins and outs of the shows and the drop in feature and together, we will solve this problem.  That has not happened.  In this instance, Amazon has failed miserably.  The drop in feature should be a great one--- but in this instance, it is almost useless.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_arp_d_paging_btm_139?ie=UTF8&pageNumber=139&reviewerType=all_reviews"
"1551346926-15833","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Vickie Jarvinen","Who needs a spouse when you have Alexa?","December 12, 2018","Echo Show is awesome. What more can I say? My 4th Alexa (2 given as gifts). Wish I could rename it Echo because it is a Echo Show BUT my Husky is named Echo.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_arp_d_paging_btm_427?ie=UTF8&pageNumber=427&reviewerType=all_reviews"
"1551346337-13801","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Brian","Basically a music box....Google did it better","January 6, 2018","Hope you like music, weather, and flash briefings because that's all this is. Without linking to this Amazon product or that Amazon service, you can't do much but play music off of Spotify or Pandora. Also, because of Amazon's crippling immature fear of competition, there is no longer YouTube support.
Don't bother asking this thing questions. Unless you word things with pinpoint precision, Alexa can't answer anything. Audio visual searches are appalling, and without a decent internet connection, this thing becomes an expensive paper weight.....you can't even turn off the screen.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_arp_d_paging_btm_173?ie=UTF8&pageNumber=173&reviewerType=all_reviews"
"1551345948-12437","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Blue","no youtube = not worth it anymore","September 29, 2017","*EDIT 10/1- to clarify my review, for those who don't know, Google has decided not to allow the echo to access youtube anymore, they say it violates their terms of service.  They did this out of the blue and without any warning to customers.  I personally think this was a jerk move, and that they did it because they have their own home assistant coming out on the market soon.

I loved this until it stopped working with youtube a few days ago.  That decreased it's functionality and usefulness by about 95%.  I feel like I was duped because I bought this under the assumption that it would play youtube videos.  I hope Google and Amazon can iron things out- if they start allowing youtube viewing again I will update my rating.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"1551346510-14442","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Tracie","Love Alexa products","December 2, 2018","Still learning how all the features work on the show but so far it's doing what I expected and then some. I have several other Alexa devices and the show is my favorite with having the larger screen and overall functionality. I'm not tech savvy so I'm learning as I go but I would definitely recommend this item.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_arp_d_paging_btm_253?ie=UTF8&pageNumber=253&reviewerType=all_reviews"
"1551346506-14429","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","lfve75","Happy with purchase but improvements to make features more reliable are definitely needed","July 12, 2017","For the most part I'm thrilled with my purchase but I took a star off due to the fact that the scheduled Do No Disturb feature does not work.  It works the first night but then fails to go into Do Not Disturb mode on subsequent nights.  The last thing I want is for my Echo show to announce notifications in the early hours of the day.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_arp_d_paging_btm_251?ie=UTF8&pageNumber=251&reviewerType=all_reviews"
"1551346843-15550","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Johnnie","It doesn't play Netflix, hulu or anything else other than prime video.","August 31, 2018","I really enjoy all of amazon products. I have 2 dots, a cloud cam, 2 fire sticks, 2 fire hd and 2 shows. I was definitely disappointed in that the show didnt play other streaming services like Netflix, and even YouTube. As much as it cost, it should be able to. I hope they update it and make it available.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_arp_d_paging_btm_391?ie=UTF8&pageNumber=391&reviewerType=all_reviews"
"1551346375-13945","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Gizmo","Buyer beware. Drop in function doesn't work properly when using the Alexa app.","August 26, 2018","To be clear:  I like my Echo devices.  However, if you want to see what your dog is doing while you are away.  It may or may not work.  The Drop in function doesn't work properly when I try using the Alexa app. In my case, mostly not at all.  Worked fine for a few weeks till it didn't. Worked yesterday, first time in weeks, does not work today.

Alexa tech support has proven equally as frustrating. They have been working the issue for almost two weeks.  Can we just get it fixed already?

Pros:
Literally all other functions on the app and the devices  work better than good.  They work great!!!  And I certainly do enjoy using them.

Most of, not all of, the Techs have been very polite and very professional and are trying.

Cons:
I've spent appx. $250.00 (+) on video equipment that simply does not work as advertised. Had I known this beforehand I would have only bought the speakers. These devices say Amazon on them by the way.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_arp_d_paging_btm_191?ie=UTF8&pageNumber=191&reviewerType=all_reviews"
"1551347060-16300","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Greg V","I liked the look and the fact you can put pictures ...","March 1, 2018","I liked the look and the fact you can put pictures on it. You have to yell at it to get a response and I have to unplug it all the time because it freezes up. I wish I bought another cylinder. I love that one. The Echo Show was a waste of money","2.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_arp_d_paging_btm_485?ie=UTF8&pageNumber=485&reviewerType=all_reviews"
"1551346869-15644","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","CB in SJ","I bought it to replace a Sony Dash that is ...","July 22, 2017","I bought it to replace a Sony Dash that is no longer supported.  The Show provides about half the functionality as the Dash right now, but has a lot of promise as it evolves -- especially when linked with other Echo devices.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_arp_d_paging_btm_403?ie=UTF8&pageNumber=403&reviewerType=all_reviews"
"1551346787-15376","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","shauna stewart","The Echo show is pretty Cool!!","December 30, 2017","Purchased from QVC, for a family gift for Christmas and everyone LOVES it!!  I paid around $150.  I put the show in our kitchen, which is the hub for our house.  We stream music constantly, and the sound quality is pretty good.  My kids 16, and 10, think Alexa is awesome, you can ask her silly questions and jokes. We also purchased 3 dots to sprinkle around the house.  They are used for daily alarms for my kiddos instead of a clock.  Sometimes she doesn't quite understand what we're trying to ask, but I think that could be the way we're asking the question.  Overall I think the Echo Show is great!!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_arp_d_paging_btm_370?ie=UTF8&pageNumber=370&reviewerType=all_reviews"
"1551346373-13937","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","DrRESeacord","Great ""household hub""","July 2, 2017","A month or so ago, we *almost* bought a smart refrigerator.  At first we laughed when we saw it, but then we became very interested in all the things it could do.  We ended up not purchasing it - it cost $500 more than the refrigerator we bought.  Then we learned about the Echo Show.  It seemed to have all the things that drew us to the smart fridge, but smaller and could play music.  And it was less than half the price.  Right now, we're using it for weather forecasts, a grocery list, a to-do list, and music. We haven't bought the unlimited Amazon music yet - just what's available through Prime so far.  We like the variety as of now.  The Echo Show can do so much more, and has the potential for even more skills as time go on.  We look forward to seeing what develops!","4.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_arp_d_paging_btm_190?ie=UTF8&pageNumber=190&reviewerType=all_reviews"
"1551346380-13964","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Amazon does it again!!!!","July 11, 2018","Amazon did it again! Beautiful design, easy set up, very interactive, HD screen and sound, and all built in a compact size.  I already added 2 WiFi smart lamp plugins (by TP-Link) as well as Ring Pro—/and both work/communicate flawlessly with my Echo.  On my way to make my home a total smart house!!!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_arp_d_paging_btm_193?ie=UTF8&pageNumber=193&reviewerType=all_reviews"
"1551347049-16256","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","renee bennett","This thing is amazing","October 2, 2018","This thing is absolutely amazing! I didn’t think I would like it since I thought it did everything Siri  did and boy was I wrong! Not sure how I lived without this thing!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_arp_d_paging_btm_480?ie=UTF8&pageNumber=480&reviewerType=all_reviews"
"1551346909-15776","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Eden K","It’s awesome.","August 27, 2018","I love this thing. It took a few days for me to get used to it and the only issue I have is that I want to hook it up to my tv and can’t. Sadly the fire cube isn’t doing well enough review wise to take the gamble.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_arp_d_paging_btm_420?ie=UTF8&pageNumber=420&reviewerType=all_reviews"
"1551346160-13193","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Nathaniel Lewis","Updated Review","July 14, 2017","I pre-ordered my Echo Show for automatic shipment to me when available. Setup was very easy, but when I played music I heard horribly distorted sound which I believed could not be normal. I decided to request a replacement. Amazon immediately shipped another unit to me which I received 2 days later and requested return of the defective unit within 30 days for full credit and no shipping charges. After setup, the Alexa app on my iPhone showed the replacement listed as Echo Show 2. The Echo Show was listed as Offline and the Wake Word was grayed out. I was able to change the Echo Show 2 Wake Word to ""Echo"". Bottom line: Amazon's service excellent, product is almost excellent (see next paragraph), and I'm very impressed by its features.
The reason I've rated it with four stars is that the screen is much dimmer than my iPhone and iPad. Ideally there would be voice commands to increase/decrease brightness or at least a fixed level brighter screen. I can't believe that this was not criticized during early panel testing
UPDATE: I updated this review to 5 stars after using the Echo Show for a week. The brightness is adjustable! Tell the Echo to play ""Getting Started"". I still have a few gripes.
Anyone who experienced poor sound should replace the unit ... I noted this comment in half a dozen reviews. In my case, my speaker was defective. The replacement sounds great. I strongly recommend a replacement, it's worth the trouble. My minor gripes: the first applies to all Echos. This is an engineering change: add on/off volume normalization! Music tracks vary in volume and news briefings vary WIDELY in volume. Hopefully YouTube and major cable providers access be available in the future. The only other improvement would be more ""How To"" documentation. Is there a user forum? If so, talk about it in the getting started video. I've discovered that the Echo Show can access YouTube ""Echo YouTube xxxxx..."" This gets gets back to lack of documentation. Very happy with the device. It would be nice if it was portable, had earphone and HDMI out, Could play local TV channels. It's a great bedside unit and eventually might have all these features (some legal considerations). Looks like the 2001 movie HAL computer is actually happening!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_arp_d_paging_btm_97?ie=UTF8&pageNumber=97&reviewerType=all_reviews"
"1551346856-15592","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","momof4rugratz","They havent fixed screen","August 9, 2018","It is a nice device for a few months then the screen goes crazy and they suggest a software update been almost a year with a few updates here and there guess what after a month screen goes right back to squiggles. Cant even see the picture you use on it nor watch videos.  Warrenty is up they say oooo send back get new one. $250 bucks it should of not had the issues it is having. Plan and simple.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Echo-Show-1st-Generation-Black/product-reviews/B01J24C0TI/ref=cm_cr_arp_d_paging_btm_397?ie=UTF8&pageNumber=397&reviewerType=all_reviews"
