web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1551345079-10675","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Scott Rowe","Big upgrade from first gen model","November 7, 2018","Nice design, big upgrade on video and sound quality. Also, with the second generation model came new software features, like Hulu video.

I purchased the first gen show last year and to be honest It became a music player with a screen. Minus the occasional video call with someone else, that was it's primary use. The screen was pretty small in comparison to the second model and I never would have considered watching anything on it.

The second generation feels like a small TV (requires Hulu w/live TV) in my kitchen on top of being an Alexa / music device.

It also just looks much nicer on my kitchen counter","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_arp_d_paging_btm_38?ie=UTF8&pageNumber=38&reviewerType=all_reviews"
"1551345317-11506","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Echo Show - even a hack like me can enjoy it","November 12, 2018","Everything has gone smooth on start up.  I've hooked up one smart light, added Amazon music - good sound - and done question and answer.  Still have more functions to learn and do - taking my time.  Love this ""machine""","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_arp_d_paging_btm_142?ie=UTF8&pageNumber=142&reviewerType=all_reviews"
"1551345174-11005","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Theresa","Needed assistance","December 16, 2018","No the speaker were broke. Called they r coming to get this one and replace it. I am proud to say this company never let me down yet","2.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_arp_d_paging_btm_79?ie=UTF8&pageNumber=79&reviewerType=all_reviews"
"1551345426-11869","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Mary","No way to remove annoying ""Things to Try"" banner at the bottom of the home screen","December 30, 2018","The banner is constant and there is no way to turn it off.  I don't need constant advertising/tips.  It is annoying enough that I'm considering returning it and trying the Google product.  Really don't want to do that.  Amazon - please fix this.","2.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_arp_d_paging_btm_187?ie=UTF8&pageNumber=187&reviewerType=all_reviews"
"1551345154-10940","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Tiffany Taylor","Love it!","January 7, 2019","I wasn't sure that I needed a new Alexa/Kindle type device - however, when my Echo (1st gen) started to act a bit off kilter, I thought why not! AND, I'm so glad I did - now I can watch/listen to music and movies/shows while doing work at my desk - I LOVE IT!","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_arp_d_paging_btm_71?ie=UTF8&pageNumber=71&reviewerType=all_reviews"
"1551345075-10660","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","T. Medvecky","Speakers are MUCH MUCH better in the 2nd Gen Show","November 3, 2018","My biggest complaint about the 1st gen was the sound... it was horrible... better sound and larger screen are nice.","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&pageNumber=36&reviewerType=all_reviews"
"1551345272-11347","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","jackie sharp","My New Echo Show","December 27, 2018","Bought as a gift  to myself.  Great picture and great sound. Love it. I have Echos all over my house, but this latest one I just purchased, take the cake.  I am going to buy another one real soon.  Great purchase. You will love it.

Dr. Jackie Sharp","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_arp_d_paging_btm_122?ie=UTF8&pageNumber=122&reviewerType=all_reviews"
"1551345394-11746","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Wanda54CT","Good sound","February 25, 2019","Nice size to sit on a counter and good sound quality for music. Still need to play with it more. Works great with my smart devices.","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_arp_d_paging_btm_172?ie=UTF8&pageNumber=172&reviewerType=all_reviews"
"1551345126-10839","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","HKK Chicago","Beautiful design with larger screen!  I love it!","December 8, 2018","The new generation Echo Show is beautiful.  It has a sleeker design made out of material and has this huge screen that is fantastic.  Also has a great stand to purchase with it.  I did get one of those as well.  Bought one for my husband for his birthday, then I had to get one for my kitchen where I spend a lot of time.","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_arp_d_paging_btm_59?ie=UTF8&pageNumber=59&reviewerType=all_reviews"
"1551345274-11352","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Bill Baumann","There is a lot to learn when using the device","January 28, 2019","We are still learning all the things we can do with it.","4.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_arp_d_paging_btm_123?ie=UTF8&pageNumber=123&reviewerType=all_reviews"
"1551345240-11245","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","jcurrie","Not very useful","January 19, 2019","It’s ok but pretty expensive and we don’t really use it for much. Aside from playing music occasionally it’s not really very useful in our household.","3.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_arp_d_paging_btm_109?ie=UTF8&pageNumber=109&reviewerType=all_reviews"
"1551345455-11961","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","T-Diddy","Nice screen","December 19, 2018","Better than the 1st gen.","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_arp_d_paging_btm_199?ie=UTF8&pageNumber=199&reviewerType=all_reviews"
"1551345559-12294","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Bill","You have to hold the power switch down for 3 to 5 seconds to turn it on.","February 15, 2019","I like it.","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_arp_d_paging_btm_240?ie=UTF8&pageNumber=240&reviewerType=all_reviews"
"1551345314-11501","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Love this Echo Show (2nd Gen)","December 17, 2018","I love this!  I can’t believe all the things the Echo Show (2nd gen) can do and no separate hub necessary for lights and plugs!!","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_arp_d_paging_btm_141?ie=UTF8&pageNumber=141&reviewerType=all_reviews"
"1551345138-10884","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Toni","I love it","December 28, 2018","I have never had any of the echo products and actually won this in a raffle at work. I had no clue what it was. It does sooooo much! I don't have cable and was able to ask Alexa to stream an NFL game for me! The picture quality is great and the speakers as well! I am sure I will never know everything it can do, but it is so great that my mom has now bought one as well! Very excited to learn more and get more compatible smart home products to go with it.","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_arp_d_paging_btm_64?ie=UTF8&pageNumber=64&reviewerType=all_reviews"
"1551345189-11058","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","SUPAstar","Big screen and nice speaker.","January 3, 2019","Love this item! I have been using Alexa since I received an invitation for the original Alexa that I still use daily. I love the show in the kitchen for looking up recipes or reordering dog and cats treats.","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_arp_d_paging_btm_86?ie=UTF8&pageNumber=86&reviewerType=all_reviews"
"1551345408-11800","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Nathan L. Bauer","Great product","January 24, 2019","I had the echo mini and have enjoyed it. The echo show is even better and like it more. The screen is great and enjoy all it does. Only issue is that you have to be a prime member to use it as a photo frame to show all your pictures in rotation.","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_arp_d_paging_btm_179?ie=UTF8&pageNumber=179&reviewerType=all_reviews"
"1551345400-11770","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Jay","That you get to get rid off the old model, for some cash...","October 20, 2018","It's bigger and better slimmer","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_arp_d_paging_btm_175?ie=UTF8&pageNumber=175&reviewerType=all_reviews"
"1551345516-12145","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Maralee Gifford","Despite my limited technical abilities, Echo Show was easy to set-up and register.","January 16, 2019","Sound System is great and Alexa hasn't gotten mad at me yet for failing to mention her name before requesting information or an action.","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_arp_d_paging_btm_222?ie=UTF8&pageNumber=222&reviewerType=all_reviews"
"1551345535-12204","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Charles T Parent","Great devise.  little help getting skills and devices to work with alexa app.","January 14, 2019","Alexa works well once we got it setup. No real instruction on how to sync cell phones, alexa app and alexa show to your devices, skills and camera.","4.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_arp_d_paging_btm_229?ie=UTF8&pageNumber=229&reviewerType=all_reviews"
"1551345006-10451","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","fickledee","Issues issues issues","December 10, 2018","I got this so I could monitor my father at his home. First issue, without a smartphone, he couldn't set it up. In fact you have to have a cell number to link the account to. Okay, did that but I have had so many issues getting it to connect. For some reason, I always have to repeat his name; adding contacts is convoluted: adding a neighbor -- we set up the Alexa app on the neighbor's telephone and I confirmed it is working from there. Can't add the neighbor as a drop-in allowed contact.

This product is too difficult to set up and use. I have been with support multiple times. Perhaps I have too many Amazon devices and it gets confused but use case is simply an Amazon Fire Tablet with Echo Show base and this Echo Show and I can't connect with any consistency. Good idea but needs to be simplified to work and set up. One should be able to set it up on EITHER phone or PC web page. There needs to be consistency between alexa.amazon.com and the app as far as contacts are concerned or it needs to propagate immediately. Users shouldn't have to have to install alexa app to use the device. Or if they do, then at least make it easy without needing double identification setting up the app. This device is just too confusing for the average person to set up (and I would consider myself especially tech savvy).","1.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews"
"1551345276-11361","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Nate Christiansen","Nice for the kitchen","January 15, 2019","We replaced our first gen echo show in our kitchen with this one and the larger screen is nice.","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_arp_d_paging_btm_124?ie=UTF8&pageNumber=124&reviewerType=all_reviews"
"1551345389-11733","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Teresa D Rayfield","Watching over our home","January 28, 2019","I have a lot of Alexa products this tops them all.
You can play music listen to current events make a to-do list and ask to view your front door if it's connected to your ring. It gives me a sense of security.","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_arp_d_paging_btm_170?ie=UTF8&pageNumber=170&reviewerType=all_reviews"
"1551345036-10514","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Joshua E. Emery","Awful device, pure frustration","December 30, 2018","Bought this with great excitement to be able to play prime movies while in the kitchen. Sadly this Alexa is very hard of hearing. Some commands went unnoticed. The worst was trying to get it to play Prime Movies. That's right Amazon's device could not play movies from it's own streaming service without us wanting to pull our hair out. Most of the time she ignored play commands, other times the movies would just never start even though she showed the movie, and said she would play it. 1 star is to generous.","1.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews"
"1551345417-11836","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Ronald Stahl","NOT MUCH DIFFERENT THEN THE VERSION 1","December 13, 2018","Should be more web browsers. Seems to restrictive when going places. Some things say they are not supported. STRANGE!","4.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_arp_d_paging_btm_183?ie=UTF8&pageNumber=183&reviewerType=all_reviews"
"1551345122-10827","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Chris Mason","Sorry Alexa, but you need to get it together.....","December 15, 2018","I've given her multiple chances over the past few weeks to get it together. We were fine before I upgraded to the Echo Show... now she has a screen and she thinks she's hot $#@& and doesn't need to listen to me anymore. I miss the old days when we understood each other; sometimes she just stops listening in the middle of my request. I'm not asking too much, just play some nice music...I even say please! Unfortunately, and surprisingly, my experience with this device has not been the high quality experience I'm used to from amazon products...","3.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_arp_d_paging_btm_57?ie=UTF8&pageNumber=57&reviewerType=all_reviews"
"1551345187-11047","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","g.","amazing !!","November 19, 2018","such a great device ! I love listening to the songs and sing as echo show shows lyrics !! Hulu is another great addition and I can catch up on my shows while cooking , I am just very happy with it and would recommend for sure !!","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_arp_d_paging_btm_85?ie=UTF8&pageNumber=85&reviewerType=all_reviews"
"1551345057-10595","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","jackintx","Better Than 1st. Gen","November 10, 2018","I bought the Show 2nd. Gen to replace my old Echo Show.  This unit is much better than the first because of its screen.  The Bluetooth connectivity is little better than the first.  My first Echo Show keep disconnecting my Bluetooth speakers. The sound still needs more help.  For better sound, I still need to connect my speakers to it.  This 2nd. gen Show do have better voice recognition than the original.  I would give the 1st. generation Echo Show a D & the second generation a C or 3 Stars.","3.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews"
"1551345353-11637","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Jari","Great product!","January 12, 2019","Great sound quality.  Clear picture.  Great functions. Takes a little time to get used to the lingo.","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_arp_d_paging_btm_158?ie=UTF8&pageNumber=158&reviewerType=all_reviews"
"1551345001-10432","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","#WearetheSmiths","Amazing sound from the new Echo Show!","October 20, 2018","The sound quality you get will blow you away!  This is our first experience with the Echo Show since we didn't pick up the first generation.  Luckily though I didn't miss out on the newest version since my wife surprised me with the preorder a couple days ago and man am I impressed with it.
We have ours in the bedroom, it serves as our alarm, smart TV, voice assistant and smart speaker. Everything it was meant for. I could see it being used in a kitchen setting too if you've used Alexa to help with cooking.
We have several Echo devices around the house including the Echo Plus in our living room where we started our smart home experience. The Echo Plus has some great sound quality don't get me wrong, but the Show definitely is the better sounding system.  Adding this bad boy to our inventory of Echo devices was a great choice. You should do the same. Enjoy.","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews"
"1551345079-10678","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Kyle M","Amazing if you're Lucky","January 8, 2019","Where to begin.  The speakers on the echo show V2 sound fantastic with the bass produced quite literally astounding. I did have to turn the bass down just a tad to stop slight distortion at 100%. Otherwise i have clear, crisp audio on full blast with bass that easily fills a room. The large screen and amazon music are magic with lyrics scrolling across the very nice 720p display. The cooking capabilities are awesome and the ability to control my hue smart bulb lights using the built in zigbee hub is awesome! The screen although beautiful seems to be where amazon may have cheaped out or i may have just been very unlucky. I had my show running for a solid two weeks and sadly the screen couldn't keep up. I came home from work only to find long streaks going across my echo screen. For a device that is meant to be on 24/7 you'd think a better more reliable panel would've been installed. To make matters worse the policy for replacement is a joke. I called and was polity greeted to being told i'd have to send it in for repair rather than what I had expected. What should've happened is i should've had a new show sent out with prime shipping and a return label for the defective one. I understand that people lie to get a second product but that is where the customer would be charged for the second product upon failure to send back the defective one. So for now i am without my show for the next 4-5 business days. The customer should never have to experience down time or feel penalized for having a defective product. In short I love the product but am very frustrated with the support I received.","3.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_arp_d_paging_btm_38?ie=UTF8&pageNumber=38&reviewerType=all_reviews"
"1551345110-10783","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Moto Man","Works great, excellent sound and picture","December 17, 2018","Wish it had a built-in swivel stand and a way to tilt the camera so callee can see us better,
Good product for the money....picks up voice commands from across the room very nicely.
I like the visible timer countdown...makes anticipation of event.
Music sounds good when playing (better than our DOT) similar to First Gen ECHO speaker tone.
All round good product.","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_arp_d_paging_btm_52?ie=UTF8&pageNumber=52&reviewerType=all_reviews"
"1551345344-11603","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Vic","It’s perfect","December 10, 2018","It’s larger in size, better sound, easy to connect , overall perfect !!","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_arp_d_paging_btm_154?ie=UTF8&pageNumber=154&reviewerType=all_reviews"
"1551345095-10731","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Mihail Nakoff","Echo Show Second edition is awesome and then some.","November 4, 2018","This is my first time using an Echo Show and it is great. I love the way you can see some of your requests on the screen. For example asking for recipes and seeing them on the screen is a great help. Along with some of the skills I have been using have displays that I never was able to view since my only experience with an Echo was an Echo Dot. The sound on this is awesome love listening to music on this. I have not had a chance to try Hulu on it just yet. So far I am very impressed with this echo show and look forward to finding new things I can use it for daily.","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_arp_d_paging_btm_45?ie=UTF8&pageNumber=45&reviewerType=all_reviews"
"1551345587-12398","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Mr. Jose Garcia","Good value for money n yes...it works with Youtube.","January 24, 2019","Sounds good. Looks strong. Very high quality product.","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_arp_d_paging_btm_253?ie=UTF8&pageNumber=253&reviewerType=all_reviews"
"1551345348-11615","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Mehran Ashrafi","I love it!","December 17, 2018","I'm Amazon devices fan for 4 years and I have all the Echos but this one is most cool device you can invest your mony on it as fun!","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_arp_d_paging_btm_156?ie=UTF8&pageNumber=156&reviewerType=all_reviews"
"1551345154-10935","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","M. S. Carlyon","That it has a great screen","February 26, 2019","Love this new addition to my Echo collection. I have this one in my kitchen and live the sound it puts out but more than that the s teen. It always has the time and temperature showing. The artist and song appear and then words to all of the songs come up on the screen. I ha e learned that I’ve been singing some lyrics wrong for many years. I use the grocery list feature all of the time and when I get to the store there is my list. I haven’t begun to use all of the features but am looking forward to having it show me recipes. It was a great purchase","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_arp_d_paging_btm_71?ie=UTF8&pageNumber=71&reviewerType=all_reviews"
"1551345079-10671","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Tony Edwards","Before you rock out adjust the bass settings down a bit.","November 3, 2018","This generation of Alexa sound great, we did have a problem with it at first, we didn’t know it had an equalizer so when it came it was factory set with the bass and midrange set halfway up the scale which ended up blowing the speakers once we turned it up, Amazon was good about sending us a new one in just a couple days and having us send the one we had back so they could analyze it since it had just came out at that time. But besides that, it works great and sounds great, I would suggest buying it......... just turn down the bass a bit before cranking up the tunes.","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_arp_d_paging_btm_38?ie=UTF8&pageNumber=38&reviewerType=all_reviews"
"1551345189-11057","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Raymond E. McCready","The Video Calling is choppy","February 2, 2019","I bought a pair of these for the video calling it mentioned from one unit to the other to have for morning calls from my girlfriend... we find the video is choppy and even the voice has a lag time in it... Apple's face time is far better than this. I have Cox high speed internet and a High speed router/modem from netgear that works fine with all other devices in the house...
Hope in time they get this technology right...","2.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_arp_d_paging_btm_86?ie=UTF8&pageNumber=86&reviewerType=all_reviews"
"1551345203-11106","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Lenny peralta","Could be better","November 29, 2018","I’m having a lot of bugs with my echo show","2.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_arp_d_paging_btm_92?ie=UTF8&pageNumber=92&reviewerType=all_reviews"
"1551345201-11101","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Bill","Clock to small","January 8, 2019","Clock way to small. The first Gen has a larger font. My wife is not happy. Can’t imagine elderly folks being able to see the clock. The rest of the fonts seem ok. Would give it five stars except for the clock.","4.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Show-2nd-Gen/product-reviews/B077SXWSRP/ref=cm_cr_arp_d_paging_btm_91?ie=UTF8&pageNumber=91&reviewerType=all_reviews"
